id,Podcast_Name,Episode_Title,Episode_Length_minutes,Genre,Host_Popularity_percentage,Publication_Day,Publication_Time,Guest_Popularity_percentage,Number_of_Ads,Episode_Sentiment,Listening_Time_minutes
2349,Music Matters,Episode 76,102.89,Music,90.35,Wednesday,Morning,69.91,0.0,Positive,78.92271
2350,Fashion Forward,Episode 2,107.91,Lifestyle,31.42,Saturday,Evening,93.29,0.0,Neutral,73.56064
2351,Athlete's Arena,Episode 11,93.03,Sports,89.05,Monday,Morning,20.12,2.0,Negative,81.29201
2352,Fashion Forward,Episode 11,23.44,Lifestyle,49.29,Saturday,Morning,,3.0,Neutral,16.11896
2353,Educational Nuggets,Episode 33,79.41,Education,77.63,Wednesday,Evening,85.97,2.0,Positive,45.91996
2354,Funny Folks,Episode 76,84.51,Comedy,80.73,Monday,Night,94.1,0.0,Neutral,78.77075
2355,Current Affairs,Episode 15,106.91,News,67.19,Saturday,Morning,18.32,2.0,Positive,71.06392
2356,Tech Talks,Episode 33,57.53,Technology,38.36,Wednesday,Morning,,3.0,Negative,25.43457
2357,Health Hour,Episode 58,44.51,Health,65.61,Monday,Evening,63.46,1.0,Negative,26.40067
2358,Comedy Corner,Episode 46,8.28,Comedy,71.34,Wednesday,Night,,1.0,Negative,7.99889
2359,Fitness First,Episode 50,96.16,Health,98.24,Wednesday,Afternoon,,1.0,Positive,90.37819
2360,Current Affairs,Episode 83,105.96,News,63.77,Sunday,Morning,17.97,0.0,Positive,104.4
2361,Finance Focus,Episode 42,6.6,Business,44.01,Sunday,Evening,,1.0,Negative,0.0
2362,Sport Spot,Episode 26,29.83,Sports,28.83,Friday,Night,27.28,3.0,Neutral,18.49394
2363,Healthy Living,Episode 31,87.52,Health,96.1,Thursday,Morning,82.25,3.0,Positive,82.02593
2364,Sports Central,Episode 64,8.76,Sports,30.92,Sunday,Evening,55.85,2.0,Negative,4.88602
2365,Gadget Geek,Episode 98,116.62,Technology,29.94,Wednesday,Night,36.33,0.0,Positive,73.9939
2366,Music Matters,Episode 95,77.66,Music,68.41,Wednesday,Afternoon,,0.0,Neutral,53.06266
2367,Athlete's Arena,Episode 34,118.65,Sports,78.82,Saturday,Night,98.45,3.0,Neutral,99.25799
2368,Sports Central,Episode 9,,Sports,29.26,Wednesday,Afternoon,,0.0,Positive,63.65341
2369,Detective Diaries,Episode 88,62.56,True Crime,57.92,Friday,Afternoon,,3.0,Negative,56.07453
2370,Tune Time,Episode 18,41.55,Music,98.22,Friday,Evening,14.74,3.0,Negative,27.41
2371,Melody Mix,Episode 15,95.42,Music,49.23,Sunday,Night,,0.0,Positive,88.01183
2372,Daily Digest,Episode 58,72.47,News,72.43,Wednesday,Evening,88.67,2.0,Positive,34.8976
2373,Digital Digest,Episode 81,20.56,Technology,73.34,Monday,Night,,1.0,Neutral,12.35785
2374,Current Affairs,Episode 19,89.01,News,44.51,Thursday,Night,41.46,3.0,Negative,45.95705
2375,Innovators,Episode 77,15.02,Technology,33.06,Monday,Night,58.53,1.0,Positive,15.02
2376,Business Insights,Episode 80,57.66,Business,44.18,Sunday,Morning,,3.0,Negative,55.64
2377,Wellness Wave,Episode 6,100.86,Health,87.86,Wednesday,Afternoon,40.08,2.0,Neutral,51.37474
2378,Crime Chronicles,Episode 79,16.54,True Crime,26.72,Monday,Evening,33.48,3.0,Neutral,6.88554
2379,Game Day,Episode 5,92.14,Sports,96.04,Friday,Night,,0.0,Neutral,81.21439
2380,Market Masters,Episode 97,62.73,Business,79.03,Wednesday,Evening,68.48,2.0,Negative,45.86696
2381,Humor Hub,Episode 58,30.82,Comedy,30.82,Thursday,Morning,8.36,1.0,Positive,13.46376
2382,Crime Chronicles,Episode 40,61.3,True Crime,89.24,Sunday,Morning,59.97,0.0,Neutral,56.05056
2383,World Watch,Episode 38,80.61,News,72.34,Tuesday,Evening,89.04,3.0,Neutral,61.04555
2384,Mystery Matters,Episode 59,41.96,True Crime,25.53,Friday,Evening,48.06,3.0,Negative,31.57764
2385,Lifestyle Lounge,Episode 69,108.96,Lifestyle,38.96,Monday,Morning,62.4,1.0,Negative,88.24891
2386,Home & Living,Episode 68,16.16,Lifestyle,77.83,Wednesday,Evening,,0.0,Negative,1.18556
2387,Global News,Episode 95,,News,59.84,Tuesday,Night,14.95,2.0,Neutral,99.33292
2388,Fitness First,Episode 44,71.28,Health,53.72,Friday,Afternoon,12.58,3.0,Negative,28.17127
2389,Finance Focus,Episode 45,,Business,82.15,Saturday,Night,34.79,2.0,Negative,73.20842
2390,Detective Diaries,Episode 81,39.29,True Crime,56.49,Friday,Night,98.27,0.0,Negative,27.47717
2391,Business Briefs,Episode 46,58.35,Business,71.22,Tuesday,Night,78.53,2.0,Neutral,43.43242
2392,Detective Diaries,Episode 49,41.37,True Crime,52.78,Monday,Morning,87.93,0.0,Neutral,21.6731
2393,Finance Focus,Episode 61,119.62,Business,61.57,Saturday,Afternoon,60.83,0.0,Neutral,111.01904
2394,Gadget Geek,Episode 35,43.9,Technology,30.11,Friday,Night,91.19,2.0,Negative,33.97631
2395,Tech Trends,Episode 77,94.42,Technology,73.7,Tuesday,Night,,2.0,Neutral,85.17082
2396,Home & Living,Episode 91,87.8,Lifestyle,83.35,Saturday,Night,,2.0,Negative,45.33826
2397,Gadget Geek,Episode 41,,Technology,40.06,Monday,Morning,39.56,0.0,Positive,39.05478
2398,Brain Boost,Episode 8,81.72,Education,72.11,Thursday,Afternoon,79.77,1.0,Negative,70.69031
2399,Sound Waves,Episode 66,41.07,Music,88.9,Sunday,Morning,5.62,0.0,Negative,37.03006
2400,Digital Digest,Episode 84,60.28,Technology,81.96,Tuesday,Morning,83.62,2.0,Positive,43.67976
2401,Criminal Minds,Episode 29,27.97,True Crime,29.78,Friday,Night,73.61,1.0,Negative,9.54
2402,Criminal Minds,Episode 14,,True Crime,29.32,Monday,Afternoon,94.69,3.0,Negative,20.47
2403,Study Sessions,Episode 31,104.99,Education,81.82,Thursday,Afternoon,92.4,1.0,Positive,102.89
2404,Sports Weekly,Episode 8,107.04,Sports,81.81,Sunday,Night,,3.0,Neutral,89.66883
2405,Tech Talks,Episode 14,44.02,Technology,81.47,Thursday,Night,57.22,3.0,Positive,40.45703
2406,Health Hour,Episode 47,71.27,Health,91.82,Tuesday,Evening,45.9,2.0,Negative,59.25671
2407,Home & Living,Episode 13,27.81,Lifestyle,23.15,Sunday,Night,44.75,0.0,Negative,18.05722
2408,Business Insights,Episode 46,,Business,52.33,Sunday,Night,16.41,1.0,Neutral,50.56762
2409,Life Lessons,Episode 71,81.93,Lifestyle,30.95,Monday,Night,5.3,0.0,Neutral,64.49245
2410,Tech Trends,Episode 62,29.1,Technology,83.42,Thursday,Night,81.02,2.0,Negative,13.92893
2411,Innovators,Episode 42,95.81,Technology,86.81,Saturday,Evening,73.81,3.0,Positive,71.68552
2412,Criminal Minds,Episode 72,6.09,True Crime,84.21,Tuesday,Afternoon,23.0,3.0,Positive,2.78412
2413,Crime Chronicles,Episode 77,54.48,True Crime,48.64,Sunday,Morning,85.88,1.0,Negative,52.75435
2414,Learning Lab,Episode 65,21.69,Education,23.15,Tuesday,Afternoon,,1.0,Neutral,14.17072
2415,Fitness First,Episode 11,91.74,Health,67.19,Friday,Afternoon,55.09,1.0,Positive,58.27787
2416,Mystery Matters,Episode 60,113.48,True Crime,26.91,Monday,Afternoon,60.39,0.0,Positive,68.62481
2417,Business Briefs,Episode 3,31.75,Business,87.59,Friday,Evening,24.28,1.0,Positive,17.42
2418,Fashion Forward,Episode 26,103.59,Lifestyle,37.66,Thursday,Night,79.54,1.0,Negative,48.39577
2419,World Watch,Episode 82,117.23,News,57.93,Wednesday,Night,98.7,3.0,Neutral,106.62712
2420,Tune Time,Episode 31,67.77,Music,20.42,Saturday,Night,98.77,2.0,Neutral,58.33954
2421,Wellness Wave,Episode 96,,Health,39.33,Wednesday,Morning,66.62,3.0,Negative,6.71092
2422,Sports Weekly,Episode 96,80.75,Sports,82.42,Monday,Afternoon,,1.0,Neutral,65.08502
2423,Business Briefs,Episode 95,,Business,42.63,Thursday,Evening,,1.0,Positive,89.19675
2424,Digital Digest,Episode 96,,Technology,34.36,Monday,Morning,72.16,1.0,Neutral,5.11774
2425,Fashion Forward,Episode 43,81.13,Lifestyle,82.22,Sunday,Afternoon,85.29,2.0,Negative,45.86176
2426,Health Hour,Episode 31,95.98,Health,26.02,Wednesday,Night,46.4,0.0,Negative,64.66
2427,Criminal Minds,Episode 52,96.22,True Crime,81.55,Saturday,Afternoon,44.64,0.0,Positive,79.35832
2428,Sport Spot,Episode 72,57.17,Sports,69.66,Monday,Afternoon,,2.0,Neutral,39.76069
2429,Business Briefs,Episode 82,,Business,63.11,Wednesday,Evening,56.99,0.0,Positive,6.16
2430,Innovators,Episode 58,10.41,Technology,73.73,Wednesday,Morning,3.43,1.0,Positive,0.0
2431,Sport Spot,Episode 28,48.55,Sports,67.41,Thursday,Afternoon,,1.0,Negative,26.9067
2432,Comedy Corner,Episode 72,42.24,Comedy,92.0,Sunday,Afternoon,8.85,2.0,Negative,24.43979
2433,Home & Living,Episode 3,,Lifestyle,70.74,Saturday,Morning,51.05,1.0,Neutral,42.73525
2434,World Watch,Episode 51,,News,48.99,Wednesday,Evening,3.52,0.0,Neutral,32.47796
2435,Life Lessons,Episode 11,110.58,Lifestyle,85.0,Thursday,Evening,39.79,0.0,Positive,77.07826
2436,World Watch,Episode 80,68.42,News,85.78,Sunday,Morning,,1.0,Neutral,46.30348
2437,Sports Weekly,Episode 44,,Sports,88.04,Friday,Afternoon,62.55,3.0,Positive,24.46421
2438,Style Guide,Episode 99,17.28,Lifestyle,58.67,Monday,Evening,73.61,0.0,Negative,10.29
2439,Home & Living,Episode 26,16.53,Lifestyle,92.96,Friday,Night,7.97,1.0,Neutral,8.84978
2440,Music Matters,Episode 49,37.49,Music,58.98,Friday,Afternoon,32.99,3.0,Negative,25.19286
2441,Fashion Forward,Episode 24,27.69,Lifestyle,65.76,Sunday,Morning,57.01,2.0,Positive,15.71
2442,Funny Folks,Episode 64,57.61,Comedy,79.7,Sunday,Night,12.87,0.0,Neutral,45.82914
2443,Crime Chronicles,Episode 15,75.94,True Crime,48.9,Wednesday,Afternoon,97.78,2.0,Positive,53.28553
2444,Business Insights,Episode 80,20.23,Business,90.6,Saturday,Night,,1.0,Negative,15.28
2445,Innovators,Episode 80,5.3,Technology,80.43,Saturday,Evening,,0.0,Negative,0.0
2446,Business Briefs,Episode 11,111.72,Business,67.36,Saturday,Night,11.72,0.0,Negative,82.27118
2447,Mystery Matters,Episode 66,56.47,True Crime,58.25,Monday,Night,79.3,3.0,Negative,23.8806
2448,Funny Folks,Episode 71,95.0,Comedy,63.77,Thursday,Afternoon,48.8,1.0,Positive,80.01
2449,Business Insights,Episode 49,73.2,Business,77.99,Saturday,Night,,3.0,Positive,56.7751
2450,Study Sessions,Episode 47,113.54,Education,59.14,Monday,Morning,92.04,2.0,Positive,79.79183
2451,Comedy Corner,Episode 64,87.85,Comedy,41.78,Friday,Morning,54.31,0.0,Negative,68.65998
2452,Sports Central,Episode 16,,Sports,71.22,Wednesday,Evening,19.34,2.0,Neutral,48.16478
2453,Finance Focus,Episode 40,15.11,Business,68.12,Sunday,Evening,,1.0,Neutral,1.84542
2454,Global News,Episode 70,47.83,News,82.67,Monday,Afternoon,44.93,3.0,Neutral,18.15512
2455,Learning Lab,Episode 33,112.23,Education,67.34,Saturday,Night,51.43,0.0,Positive,56.85897
2456,Gadget Geek,Episode 71,,Technology,96.33,Sunday,Morning,62.73,1.0,Negative,98.55486
2457,Innovators,Episode 53,10.25,Technology,90.17,Tuesday,Night,,0.0,Neutral,3.85814
2458,Tune Time,Episode 83,102.83,Music,64.32,Sunday,Evening,90.97,0.0,Negative,95.94812
2459,Sports Weekly,Episode 35,107.88,Sports,63.7,Tuesday,Night,78.31,1.0,Positive,84.55
2460,Finance Focus,Episode 66,105.75,Business,95.45,Thursday,Night,,1.0,Positive,93.30622
2461,Educational Nuggets,Episode 8,20.73,Education,21.62,Tuesday,Night,94.64,0.0,Neutral,11.40255
2462,Money Matters,Episode 81,81.13,Business,72.89,Sunday,Evening,83.06,2.0,Negative,52.05896
2463,Funny Folks,Episode 99,103.77,Comedy,35.03,Thursday,Afternoon,,3.0,Negative,51.85924
2464,Tune Time,Episode 36,44.01,Music,72.9,Tuesday,Night,54.35,0.0,Negative,35.16451
2465,Style Guide,Episode 23,7.36,Lifestyle,68.62,Wednesday,Evening,81.11,0.0,Positive,2.04878
2466,Mind & Body,Episode 44,106.52,Health,38.67,Wednesday,Night,74.22,0.0,Negative,97.81682
2467,True Crime Stories,Episode 60,90.11,True Crime,47.72,Wednesday,Afternoon,24.59,0.0,Positive,48.55735
2468,Style Guide,Episode 27,24.88,Lifestyle,25.63,Thursday,Evening,94.83,1.0,Positive,17.2569
2469,Healthy Living,Episode 56,119.13,Health,30.56,Monday,Evening,54.91,1.0,Negative,63.30566
2470,Detective Diaries,Episode 44,6.69,True Crime,87.88,Friday,Morning,41.21,1.0,Positive,0.0
2471,Global News,Episode 76,11.73,News,60.48,Tuesday,Afternoon,33.54,2.0,Positive,2.62505
2472,Sports Weekly,Episode 42,37.01,Sports,42.78,Friday,Evening,,3.0,Neutral,28.777
2473,Sport Spot,Episode 15,35.51,Sports,25.22,Tuesday,Morning,94.68,1.0,Positive,18.37819
2474,Game Day,Episode 50,71.13,Sports,38.52,Friday,Afternoon,71.29,3.0,Neutral,41.08507
2475,World Watch,Episode 95,96.14,News,55.2,Saturday,Afternoon,67.95,2.0,Neutral,75.34546
2476,Sports Central,Episode 19,47.97,Sports,29.53,Friday,Afternoon,50.31,0.0,Positive,30.81633
2477,Mind & Body,Episode 29,115.94,Health,98.08,Friday,Evening,,0.0,Positive,78.37337
2478,Daily Digest,Episode 75,18.55,News,54.18,Thursday,Night,88.83,1.0,Positive,13.31355
2479,Daily Digest,Episode 66,,News,89.11,Friday,Night,48.38,0.0,Negative,53.60013
2480,Brain Boost,Episode 3,30.22,Education,61.85,Wednesday,Night,48.74,0.0,Positive,15.34
2481,Style Guide,Episode 80,57.07,Lifestyle,20.49,Sunday,Morning,87.37,1.0,Negative,56.53757
2482,Athlete's Arena,Episode 80,73.78,Sports,30.34,Monday,Morning,72.94,0.0,Negative,65.6599
2483,World Watch,Episode 72,36.29,News,93.33,Tuesday,Afternoon,97.95,3.0,Positive,18.3566
2484,Business Insights,Episode 32,87.28,Business,70.72,Monday,Afternoon,38.72,1.0,Positive,59.43141
2485,Sport Spot,Episode 69,101.56,Sports,53.52,Saturday,Evening,17.15,2.0,Positive,64.84319
2486,Digital Digest,Episode 49,14.46,Technology,29.49,Monday,Evening,11.42,0.0,Neutral,13.01004
2487,Sports Central,Episode 83,66.15,Sports,82.01,Tuesday,Evening,64.02,2.0,Positive,46.12195
2488,Daily Digest,Episode 59,63.21,News,98.13,Sunday,Evening,28.48,2.0,Negative,43.25739
2489,Detective Diaries,Episode 77,,True Crime,34.44,Monday,Evening,89.58,1.0,Neutral,68.41456
2490,Comedy Corner,Episode 91,44.6,Comedy,29.45,Sunday,Night,32.98,0.0,Negative,32.72772
2491,Laugh Line,Episode 64,99.85,Comedy,35.76,Friday,Evening,27.27,0.0,Negative,59.6891
2492,Sports Central,Episode 22,66.89,Sports,66.03,Tuesday,Morning,71.26,0.0,Positive,49.1614
2493,Laugh Line,Episode 24,39.3,Comedy,47.89,Thursday,Evening,39.3,0.0,Negative,32.80823
2494,World Watch,Episode 69,19.83,News,78.32,Wednesday,Morning,51.33,3.0,Positive,18.71047
2495,News Roundup,Episode 56,117.52,News,28.59,Saturday,Night,74.95,2.0,Neutral,70.70313
2496,Lifestyle Lounge,Episode 56,,Lifestyle,66.09,Sunday,Afternoon,52.82,0.0,Neutral,20.49389
2497,Daily Digest,Episode 21,28.56,News,98.33,Monday,Afternoon,36.76,3.0,Negative,18.06128
2498,Mind & Body,Episode 11,32.06,Health,94.47,Saturday,Night,,3.0,Negative,19.21
2499,Wellness Wave,Episode 76,40.74,Health,73.17,Saturday,Afternoon,50.74,0.0,Neutral,38.15559
2500,Fitness First,Episode 32,53.26,Health,73.72,Saturday,Morning,71.15,1.0,Positive,29.89585
2501,Wellness Wave,Episode 94,,Health,36.41,Sunday,Afternoon,,2.0,Positive,26.01595
2502,Game Day,Episode 26,46.72,Sports,68.94,Tuesday,Night,37.63,1.0,Positive,23.96827
2503,Health Hour,Episode 94,47.46,Health,28.46,Monday,Morning,,1.0,Neutral,18.11288
2504,Life Lessons,Episode 15,98.68,Lifestyle,26.54,Saturday,Afternoon,34.98,0.0,Negative,84.47
2505,Money Matters,Episode 33,116.81,Business,92.7,Saturday,Evening,65.81,1.0,Negative,83.71844
2506,Fitness First,Episode 88,95.89,Health,94.99,Tuesday,Evening,,3.0,Neutral,49.07692
2507,Fitness First,Episode 48,105.88,Health,82.17,Thursday,Afternoon,39.69,0.0,Negative,82.78215
2508,Sports Weekly,Episode 10,98.14,Sports,33.73,Friday,Afternoon,52.96,2.0,Neutral,83.15011
2509,Business Briefs,Episode 53,80.15,Business,72.22,Tuesday,Night,33.32,2.0,Negative,73.36619
2510,Humor Hub,Episode 79,,Comedy,44.99,Saturday,Evening,30.91,0.0,Negative,26.16794
2511,Joke Junction,Episode 60,,Comedy,46.08,Thursday,Night,,3.0,Negative,5.96
2512,Fashion Forward,Episode 61,41.37,Lifestyle,43.61,Monday,Afternoon,5.94,3.0,Neutral,24.01663
2513,True Crime Stories,Episode 21,60.48,True Crime,87.68,Saturday,Morning,99.7,2.0,Neutral,41.7674
2514,World Watch,Episode 18,96.15,News,38.85,Sunday,Night,54.56,3.0,Neutral,55.33234
2515,Daily Digest,Episode 99,119.91,News,91.12,Saturday,Morning,93.32,1.0,Negative,116.87
2516,World Watch,Episode 94,56.64,News,29.03,Sunday,Afternoon,,2.0,Negative,32.2434
2517,Tune Time,Episode 96,16.82,Music,43.76,Wednesday,Night,,3.0,Neutral,8.84656
2518,Health Hour,Episode 46,64.49,Health,56.51,Sunday,Night,26.97,3.0,Negative,43.76334
2519,Mind & Body,Episode 69,29.98,Health,63.97,Monday,Night,45.41,0.0,Neutral,15.42611
2520,Detective Diaries,Episode 12,59.84,True Crime,92.15,Thursday,Night,86.24,3.0,Negative,28.5212
2521,Fashion Forward,Episode 59,30.98,Lifestyle,82.32,Saturday,Morning,,3.0,Negative,14.25537
2522,Lifestyle Lounge,Episode 89,10.41,Lifestyle,95.43,Friday,Afternoon,32.89,0.0,Negative,2.87294
2523,Crime Chronicles,Episode 15,46.09,True Crime,55.05,Sunday,Morning,39.2,1.0,Negative,27.06792
2524,Style Guide,Episode 33,81.26,Lifestyle,54.56,Monday,Afternoon,40.86,1.0,Neutral,66.42147
2525,World Watch,Episode 83,78.51,News,58.35,Saturday,Night,93.63,1.0,Neutral,43.23621
2526,Criminal Minds,Episode 68,116.47,True Crime,91.76,Saturday,Night,87.06,3.0,Negative,99.56574
2527,Tech Trends,Episode 19,21.85,Technology,22.79,Thursday,Night,69.3,1.0,Positive,7.65439
2528,Fitness First,Episode 61,116.82,Health,64.27,Tuesday,Evening,12.5,1.0,Neutral,76.45909
2529,Educational Nuggets,Episode 8,62.57,Education,39.07,Tuesday,Evening,91.67,2.0,Positive,49.48581
2530,Lifestyle Lounge,Episode 43,23.83,Lifestyle,73.69,Friday,Afternoon,43.35,3.0,Negative,23.52
2531,Gadget Geek,Episode 72,94.16,Technology,93.17,Thursday,Afternoon,46.09,1.0,Negative,53.02723
2532,Brain Boost,Episode 36,16.46,Education,28.92,Tuesday,Night,26.39,1.0,Negative,5.38074
2533,Funny Folks,Episode 31,98.26,Comedy,28.23,Thursday,Morning,36.28,1.0,Negative,83.84
2534,Business Insights,Episode 30,10.41,Business,83.67,Monday,Morning,,2.0,Positive,8.24546
2535,Health Hour,Episode 92,,Health,71.16,Friday,Night,,3.0,Positive,89.14
2536,Innovators,Episode 9,77.05,Technology,68.37,Sunday,Evening,14.49,1.0,Positive,42.29631
2537,Business Insights,Episode 4,46.7,Business,52.75,Friday,Night,0.81,3.0,Positive,43.05773
2538,Mystery Matters,Episode 18,66.22,True Crime,34.16,Sunday,Afternoon,65.99,3.0,Neutral,40.01242
2539,Global News,Episode 21,40.22,News,25.45,Sunday,Afternoon,99.56,1.0,Negative,38.078
2540,Educational Nuggets,Episode 99,32.44,Education,53.96,Friday,Afternoon,36.99,3.0,Negative,21.28357
2541,Tune Time,Episode 31,116.85,Music,78.39,Friday,Evening,30.33,1.0,Neutral,110.75
2542,Lifestyle Lounge,Episode 96,14.65,Lifestyle,47.73,Sunday,Night,25.81,2.0,Neutral,2.83242
2543,Funny Folks,Episode 71,9.67,Comedy,74.13,Tuesday,Evening,,2.0,Neutral,9.67
2544,Mystery Matters,Episode 47,,True Crime,36.75,Monday,Night,84.41,1.0,Neutral,4.96483
2545,Tech Talks,Episode 24,53.68,Technology,80.58,Sunday,Morning,93.39,1.0,Negative,50.91
2546,Mystery Matters,Episode 92,74.61,True Crime,59.46,Wednesday,Night,,3.0,Negative,44.86805
2547,Style Guide,Episode 66,5.84,Lifestyle,36.53,Sunday,Afternoon,51.1,1.0,Positive,2.66205
2548,Comedy Corner,Episode 52,87.94,Comedy,98.99,Monday,Morning,23.69,1.0,Positive,85.73
2549,Sports Central,Episode 12,27.38,Sports,91.63,Monday,Evening,,3.0,Negative,13.19825
2550,Gadget Geek,Episode 48,94.67,Technology,20.81,Thursday,Night,58.46,2.0,Positive,55.5715
2551,Game Day,Episode 54,79.39,Sports,99.34,Saturday,Evening,44.89,0.0,Positive,69.12151
2552,Criminal Minds,Episode 31,42.96,True Crime,98.47,Friday,Night,52.85,2.0,Negative,28.15
2553,Criminal Minds,Episode 77,31.46,True Crime,80.84,Friday,Afternoon,52.97,2.0,Neutral,17.63011
2554,Current Affairs,Episode 79,,News,25.97,Friday,Evening,26.8,1.0,Neutral,20.84004
2555,Tech Talks,Episode 90,28.93,Technology,42.07,Tuesday,Afternoon,86.93,3.0,Positive,25.49077
2556,Digital Digest,Episode 53,65.57,Technology,46.32,Monday,Night,75.37,0.0,Negative,61.8851
2557,Game Day,Episode 5,96.56,Sports,62.6,Saturday,Night,9.51,3.0,Neutral,85.20473
2558,Finance Focus,Episode 77,82.61,Business,82.88,Thursday,Evening,35.61,1.0,Positive,61.37297
2559,Comedy Corner,Episode 76,69.36,Comedy,35.83,Friday,Morning,80.57,2.0,Negative,46.46376
2560,Criminal Minds,Episode 33,100.82,True Crime,25.28,Sunday,Night,21.99,1.0,Neutral,94.03918
2561,Current Affairs,Episode 2,92.81,News,91.39,Friday,Evening,21.02,0.0,Negative,91.69218
2562,Tech Talks,Episode 62,102.89,Technology,48.9,Saturday,Afternoon,52.79,0.0,Positive,53.28553
2563,Funny Folks,Episode 72,,Comedy,78.55,Thursday,Night,50.88,2.0,Positive,25.04
2564,Crime Chronicles,Episode 63,47.68,True Crime,89.4,Friday,Night,79.71,3.0,Neutral,32.79
2565,News Roundup,Episode 80,53.95,News,92.25,Monday,Evening,,1.0,Negative,41.85645
2566,Style Guide,Episode 79,111.68,Lifestyle,46.45,Wednesday,Evening,40.25,1.0,Positive,74.82542
2567,Home & Living,Episode 54,16.3,Lifestyle,94.19,Monday,Night,86.82,1.0,Neutral,13.65028
2568,Humor Hub,Episode 55,71.12,Comedy,92.71,Monday,Evening,33.49,0.0,Neutral,47.27678
2569,Sports Central,Episode 49,36.47,Sports,80.91,Wednesday,Morning,,1.0,Positive,29.29
2570,Business Insights,Episode 38,16.44,Business,38.73,Wednesday,Evening,37.76,0.0,Neutral,13.99585
2571,Funny Folks,Episode 47,102.15,Comedy,62.42,Tuesday,Evening,,3.0,Neutral,72.38963
2572,World Watch,Episode 57,44.33,News,70.61,Sunday,Night,26.82,0.0,Positive,38.62085
2573,Business Briefs,Episode 31,35.39,Business,39.32,Friday,Night,5.66,1.0,Negative,12.15165
2574,Business Briefs,Episode 27,,Business,38.67,Sunday,Afternoon,42.82,0.0,Negative,59.94264
2575,Style Guide,Episode 87,49.55,Lifestyle,74.26,Thursday,Evening,89.75,0.0,Neutral,34.77
2576,World Watch,Episode 66,72.01,News,93.29,Wednesday,Night,90.73,1.0,Positive,58.47202
2577,Sports Central,Episode 78,9.54,Sports,72.34,Thursday,Evening,99.7,0.0,Positive,5.38808
2578,Gadget Geek,Episode 48,54.7,Technology,55.01,Monday,Morning,54.45,3.0,Neutral,33.678
2579,Lifestyle Lounge,Episode 90,108.78,Lifestyle,28.33,Sunday,Evening,52.46,1.0,Positive,99.31387
2580,Sports Weekly,Episode 38,19.68,Sports,51.06,Monday,Morning,,3.0,Neutral,18.60668
2581,Humor Hub,Episode 32,52.32,Comedy,67.72,Sunday,Morning,79.05,0.0,Negative,43.68512
2582,Music Matters,Episode 53,,Music,29.27,Monday,Night,,1.0,Neutral,66.86302
